view,package,title,license,description,url,authors
OfficialStatistics,tidycensus,"Load US Census Boundary and Attribute Data as 'tidyverse' and
'sf'-Ready Data Frames",MIT + file LICENSE,"An integrated R interface to the decennial US Census and American Community Survey APIs and
the US Census Bureau's geographic boundary files.  Allows R users to return Census and ACS data as
tidyverse-ready data frames, and optionally returns a list-column with feature geometry for many
geographies.",https://github.com/walkerke/tidycensus,"Kyle Walker [aut, cre],
Kris Eberwein [ctb],
Matt Herman [ctb]"
OfficialStatistics,tmap,Thematic Maps,GPL-3,"Thematic maps are geographical maps in which spatial data distributions are visualized. This package offers a flexible, layer-based, and easy to use approach to create thematic maps, such as choropleths and bubble maps.",https://github.com/mtennekes/tmap,"Martijn Tennekes [aut, cre],
Joel Gombin [ctb],
Sebastian Jeworutzki [ctb],
Kent Russell [ctb],
Richard Zijdeman [ctb],
John Clouse [ctb],
Robin Lovelace [ctb],
Jakub Nowosad [ctb],
Jannes Muenchow [ctb]"
OfficialStatistics,treemap,Treemap Visualization,GPL-3,"A treemap is a space-filling visualization of hierarchical
structures. This package offers great flexibility to draw treemaps.",NA,"Martijn Tennekes [aut, cre],
Peter Ellis [ctb]"
OfficialStatistics,univOutl,Detection of Univariate Outliers,GPL (>= 2),"Well known outlier detection techniques in the univariate case. Methods to deal with skewed distribution are included too. The Hidiroglou-Berthelot (1986) method to search for outliers in ratios of historical data is implemented as well. When available, survey weights can be used in outliers detection.",https://github.com/marcellodo/univOutl,Marcello D'Orazio
OfficialStatistics,validate,Data Validation Infrastructure,GPL-3,"Declare data validation rules and data quality indicators;
confront data with them and analyze or visualize the results.
The package supports rules that are per-field, in-record,
cross-record or cross-dataset. Rules can be automatically
analyzed for rule type and connectivity. See also Van der Loo
and De Jonge (2018) <doi:10.1002/9781118897126>,
chapter 6.",https://github.com/data-cleaning/validate,"Mark van der Loo [cre, aut] (<https://orcid.org/0000-0002-9807-4686>),
Edwin de Jonge [aut],
Paul Hsieh [ctb]"
OfficialStatistics,validatetools,Checking and Simplifying Validation Rule Sets,MIT + file LICENSE,"Rule sets with validation rules may contain redundancies or contradictions.
Functions for finding redundancies and problematic rules are provided,
given a set a rules formulated with 'validate'.",https://github.com/data-cleaning/validatetools,"Edwin de Jonge [aut, cre] (<https://orcid.org/0000-0002-6580-4718>),
Mark van der Loo [aut],
Jacco Daalmans [ctb]"
OfficialStatistics,vardpoor,"Variance Estimation for Sample Surveys by the Ultimate Cluster
Method",GPL (>= 2),"Generation of domain variables, linearization of several nonlinear population statistics (the ratio of two totals, weighted income percentile, relative median income ratio, at-risk-of-poverty rate, at-risk-of-poverty threshold, Gini coefficient, gender pay gap, the aggregate replacement ratio, the relative median income ratio, median income below at-risk-of-poverty gap, income quintile share ratio, relative median at-risk-of-poverty gap), computation of regression residuals in case of weight calibration, variance estimation of sample surveys by the ultimate cluster method (Hansen, Hurwitz and Madow,Theory, vol. I: Methods and Applications; vol. II: Theory. 1953, New York: John Wiley and Sons), variance estimation for longitudinal, cross-sectional measures and measures of change for single and multistage stage cluster sampling designs (Berger, Y. G., 2015, <doi:10.1111/rssa.12116>). Several other precision measures are derived - standard error, the coefficient of variation, the margin of error, confidence interval, design effect.",https://csblatvia.github.io/vardpoor/,"Juris Breidaks [aut, cre],
Martins Liberts [aut],
Santa Ivanova [aut]"
OfficialStatistics,VIM,Visualization and Imputation of Missing Values,GPL (>= 2),"New tools for the visualization of missing and/or imputed values
are introduced, which can be used for exploring the data and the structure of
the missing and/or imputed values. Depending on this structure of the missing
values, the corresponding methods may help to identify the mechanism generating
the missing values and allows to explore the data including missing values.
In addition, the quality of imputation can be visually explored using various
univariate, bivariate, multiple and multivariate plot methods. A graphical user
interface available in the separate package VIMGUI allows an easy handling of
the implemented plot methods.",https://github.com/statistikat/VIM,"Matthias Templ [aut, cre],
Alexander Kowarik [aut] (<https://orcid.org/0000-0001-8598-4130>),
Andreas Alfons [aut],
Bernd Prantner [aut]"
OfficialStatistics,weights,Weighting and Weighted Statistics,GPL (>= 2),"Provides a variety of functions for producing simple weighted statistics, such as weighted Pearson's correlations, partial correlations, Chi-Squared statistics, histograms, and t-tests.  Also now includes some software for quickly recoding survey data and plotting point estimates from interaction terms in regressions (and multiply imputed regressions). NOTE: Weighted partial correlation calculations pulled to address a bug.",NA,"Josh Pasek [aut, cre], with some assistance from Alex Tahk and some code modified from R-core; Additional contributions by Gene Culter and Marcus Schwemmle."
OfficialStatistics,x12,"Interface to 'X12-ARIMA'/'X13-ARIMA-SEATS' and Structure for
Batch Processing of Seasonal Adjustment",GPL (>= 2),The 'X13-ARIMA-SEATS' <https://www.census.gov/srd/www/x13as/> methodology and software is a widely used software and developed by the US Census Bureau. It can be accessed from 'R' with this package and 'X13-ARIMA-SEATS' binaries are provided by the 'R' package 'x13binary'.,https://github.com/statistikat/x12,"Alexander Kowarik <alexander.kowarik@statistik.gv.at>, Angelika Meraner"
OfficialStatistics,x12GUI,X12 - Graphical User Interface,GPL (>= 2),A graphical user interface for the x12 package,https://github.com/alexkowa/x12GUI,"Daniel Schopfhauser, Alexander Kowarik
<alexander.kowarik@statistik.gv.at>, Angelika Meraner"
OfficialStatistics,XBRL,"Extraction of Business Financial Information from 'XBRL'
Documents",GPL (>= 2),"
Functions to extract business financial information from
an Extensible Business Reporting Language ('XBRL') instance file and the
associated collection of files that defines its 'Discoverable' Taxonomy
Set ('DTS').",NA,Roberto Bertolusso
OfficialStatistics,yaImpute,Nearest Neighbor Observation Imputation and Evaluation Tools,GPL (>= 2),"Performs nearest neighbor-based imputation using one or more alternative
approaches to processing multivariate data. These include methods based on canonical
correlation analysis, canonical correspondence analysis, and a multivariate adaptation
of the random forest classification and regression techniques of Leo Breiman and Adele
Cutler. Additional methods are also offered. The package includes functions for
comparing the results from running alternative techniques, detecting imputation targets
that are notably distant from reference observations, detecting and correcting
for bias, bootstrapping and building ensemble imputations, and mapping results.",NA,"Nicholas L. Crookston, Andrew O. Finley, John Coulston (Sunil Arya and David Mount for ANN)"
Optimization,ABCoptim,Implementation of Artificial Bee Colony (ABC) Optimization,MIT + file LICENSE,"An implementation of Karaboga (2005) Artificial Bee Colony
Optimization algorithm <http://mf.erciyes.edu.tr/abc/pub/tr06_2005.pdf>.
This (working) version is a Work-in-progress, which is
why it has been implemented using pure R code. This was developed upon the basic
version programmed in C and distributed at the algorithm's official website.","http://github.com/gvegayon/ABCoptim, http://mf.erciyes.edu.tr/abc/","George Vega Yon [aut, cre],
Enyelbert Muñoz [ctb]"
Optimization,adagio,Discrete and Global Optimization Routines,GPL (>= 3),"
The R package 'adagio' will provide methods and algorithms for
discrete optimization, e.g. knapsack and subset sum procedures,
derivative-free Nelder-Mead and Hooke-Jeeves minimization, and
some (evolutionary) global optimization functions.",NA,Hans Werner Borchers
Optimization,alabama,Constrained Nonlinear Optimization,GPL (>= 2),Augmented Lagrangian Adaptive Barrier Minimization<U+000a>Algorithm for optimizing smooth nonlinear objective functions<U+000a>with constraints. Linear or nonlinear equality and inequality<U+000a>constraints are allowed.,NA,Ravi Varadhan (with contributions from Gabor Grothendieck)
Optimization,BB,Solving and Optimizing Large-Scale Nonlinear Systems,GPL-3,"Barzilai-Borwein spectral methods for solving nonlinear<U+000a>system of equations, and for optimizing nonlinear objective<U+000a>functions subject to simple constraints. A tutorial style<U+000a>introduction to this package is available in a vignette on the<U+000a>CRAN download page or, when the package is loaded in an R<U+000a>session, with vignette(""BB"").",<U+000a>http://www.jhsph.edu/agingandhealth/People/Faculty_personal_pages/Varadhan.html,"Ravi Varadhan [aut, cph, trl],<U+000a>Paul Gilbert [aut, cre],<U+000a>Marcos Raydan [ctb] (with co-authors, wrote original algorithms in<U+000a>fortran. These provided some guidance for implementing R code in<U+000a>the BB package.),<U+000a>JM Martinez [ctb] (with co-authors, wrote original algorithms in<U+000a>fortran. These provided some guidance for implementing R code in<U+000a>the BB package.),<U+000a>EG Birgin [ctb] (with co-authors, wrote original algorithms in fortran.<U+000a>These provided some guidance for implementing R code in the BB<U+000a>package.),<U+000a>W LaCruz [ctb] (with co-authors, wrote original algorithms in fortran.<U+000a>These provided some guidance for implementing R code in the BB<U+000a>package.)"
Optimization,boot,Bootstrap Functions (Originally by Angelo Canty for S),Unlimited,"Functions and datasets for bootstrapping from the
book ""Bootstrap Methods and Their Application"" by A. C. Davison and
D. V. Hinkley (1997, CUP), originally written by Angelo Canty for S.",NA,"Angelo Canty [aut],
Brian Ripley [aut, trl, cre] (author of parallel support)"
Optimization,bvls,The Stark-Parker algorithm for bounded-variable least squares,GPL (>= 2),An R interface to the Stark-Parker implementation of an<U+000a>algorithm for bounded-variable least squares,NA,Katharine M. Mullen
Optimization,caRamel,Automatic Calibration by Evolutionary Multi Objective Algorithm,GPL-3,"Multi-objective optimizer initially developed for the calibration of hydrological models.
The algorithm is a hybrid of the MEAS algorithm (Efstratiadis and Koutsoyiannis (2005) <doi:10.13140/RG.2.2.32963.81446>) by using the directional search method based on the simplexes of the objective space
and the epsilon-NGSA-II algorithm with the method of classification of the parameter vectors archiving management by epsilon-dominance (Reed and Devireddy <doi:10.1142/9789812567796_0004>).",https://github.com/fzao/caRamel,"Nicolas Le Moine [aut],
Celine Monteil [aut],
Frederic Hendrickx [ctb],
Fabrice Zaoui [aut, cre]"
